code,description
LAB_erhvervsindk_13_Q1,Business income - 1th percentile
LAB_erhvervsindk_13_Q2,Business income - 2th percentile
LAB_erhvervsindk_13_Q3,Business income - 3th percentile
LAB_erhvervsindk_13_Q4,Business income - 4th percentile
LAB_erhvervsindk_13_Q5,Business income - 5th percentile
LAB_erhvervsindk_13_Q6,Business income - 6th percentile
LAB_erhvervsindk_13_Q7,Business income - 7th percentile
LAB_erhvervsindk_13_Q8,Business income - 8th percentile
LAB_erhvervsindk_13_Q9,Business income - 9th percentile
LAB_erhvervsindk_13_Q10,Business income - 10th percentile
LAB_erhvervsindk_13_Q11,Business income - 11th percentile
LAB_erhvervsindk_13_Q12,Business income - 12th percentile
LAB_erhvervsindk_13_Q13,Business income - 13th percentile
LAB_erhvervsindk_13_Q14,Business income - 14th percentile
LAB_erhvervsindk_13_Q15,Business income - 15th percentile
LAB_erhvervsindk_13_Q16,Business income - 16th percentile
LAB_erhvervsindk_13_Q17,Business income - 17th percentile
LAB_erhvervsindk_13_Q18,Business income - 18th percentile
LAB_erhvervsindk_13_Q19,Business income - 19th percentile
LAB_erhvervsindk_13_Q20,Business income - 20th percentile
LAB_erhvervsindk_13_Q21,Business income - 21th percentile
LAB_erhvervsindk_13_Q22,Business income - 22th percentile
LAB_erhvervsindk_13_Q23,Business income - 23th percentile
LAB_erhvervsindk_13_Q24,Business income - 24th percentile
LAB_erhvervsindk_13_Q25,Business income - 25th percentile
LAB_erhvervsindk_13_Q26,Business income - 26th percentile
LAB_erhvervsindk_13_Q27,Business income - 27th percentile
LAB_erhvervsindk_13_Q28,Business income - 28th percentile
LAB_erhvervsindk_13_Q29,Business income - 29th percentile
LAB_erhvervsindk_13_Q30,Business income - 30th percentile
LAB_erhvervsindk_13_Q31,Business income - 31th percentile
LAB_erhvervsindk_13_Q32,Business income - 32th percentile
LAB_erhvervsindk_13_Q33,Business income - 33th percentile
LAB_erhvervsindk_13_Q34,Business income - 34th percentile
LAB_erhvervsindk_13_Q35,Business income - 35th percentile
LAB_erhvervsindk_13_Q36,Business income - 36th percentile
LAB_erhvervsindk_13_Q37,Business income - 37th percentile
LAB_erhvervsindk_13_Q38,Business income - 38th percentile
LAB_erhvervsindk_13_Q39,Business income - 39th percentile
LAB_erhvervsindk_13_Q40,Business income - 40th percentile
LAB_erhvervsindk_13_Q41,Business income - 41th percentile
LAB_erhvervsindk_13_Q42,Business income - 42th percentile
LAB_erhvervsindk_13_Q43,Business income - 43th percentile
LAB_erhvervsindk_13_Q44,Business income - 44th percentile
LAB_erhvervsindk_13_Q45,Business income - 45th percentile
LAB_erhvervsindk_13_Q46,Business income - 46th percentile
LAB_erhvervsindk_13_Q47,Business income - 47th percentile
LAB_erhvervsindk_13_Q48,Business income - 48th percentile
LAB_erhvervsindk_13_Q49,Business income - 49th percentile
LAB_erhvervsindk_13_Q50,Business income - 50th percentile
LAB_erhvervsindk_13_Q51,Business income - 51th percentile
LAB_erhvervsindk_13_Q52,Business income - 52th percentile
LAB_erhvervsindk_13_Q53,Business income - 53th percentile
LAB_erhvervsindk_13_Q54,Business income - 54th percentile
LAB_erhvervsindk_13_Q55,Business income - 55th percentile
LAB_erhvervsindk_13_Q56,Business income - 56th percentile
LAB_erhvervsindk_13_Q57,Business income - 57th percentile
LAB_erhvervsindk_13_Q58,Business income - 58th percentile
LAB_erhvervsindk_13_Q59,Business income - 59th percentile
LAB_erhvervsindk_13_Q60,Business income - 60th percentile
LAB_erhvervsindk_13_Q61,Business income - 61th percentile
LAB_erhvervsindk_13_Q62,Business income - 62th percentile
