code,description
HEA_ICD10_D,Klassifikation af sygdomme og helbredsrelaterede tilstande
HEA_ICD10_DA00,Kolera
HEA_ICD10_DA000,Kolera forårsaget af Vibrio cholerae
HEA_ICD10_DA001,Kolera forårsaget af Vibrio cholerae eltor
HEA_ICD10_DA009,Kolera UNS
HEA_ICD10_DA01,Tyfus og paratyfus
HEA_ICD10_DA010,Tyfus
HEA_ICD10_DA011,Paratyfus A
HEA_ICD10_DA012,Paratyfus B
HEA_ICD10_DA013,Paratyfus C
HEA_ICD10_DA014,Paratyfus UNS
HEA_ICD10_DA02,Andre salmonellainfektioner
HEA_ICD10_DA020,Salmonellaenterit
HEA_ICD10_DA021,Salmonellasepsis
HEA_ICD10_DA022,Lokaliseret salmonellainfektion
HEA_ICD10_DA028,Anden salmonellainfektion
HEA_ICD10_DA029,Salmonellainfektion UNS
HEA_ICD10_DA03,Bacillær dysenteri
HEA_ICD10_DA030,Dysenteri forårsaget af Shigella dysenteriae
HEA_ICD10_DA031,Dysenteri forårsaget af Shigella flexneri
HEA_ICD10_DA032,Dysenteri forårsaget af Shigella boydii
HEA_ICD10_DA033,Dysenteri forårsaget af Shigella sonnei
HEA_ICD10_DA038,Anden bacillær dysenteri
HEA_ICD10_DA039,Bacillær dysenteri UNS
HEA_ICD10_DA04,Andre bakterielle tarminfektioner
HEA_ICD10_DA040,Enteritis forårsaget af enteropatogen Escherichia coli-infektion
HEA_ICD10_DA041,Enteritis forårsaget af enterotoksisk Escherichia coli-infektion
HEA_ICD10_DA042,Enteritis forårsaget af enteroinvasiv Escherichia coli-infektion
HEA_ICD10_DA043,Enteritis forårsaget af enterohæmoragisk Escherichia coli-infektion
HEA_ICD10_DA044,Anden tarminfektion med Escherichia coli
HEA_ICD10_DA045,Enteritis forårsaget af Campylobacter
HEA_ICD10_DA046,Enteritis forårsaget af Yersinia enterocolitica
HEA_ICD10_DA047,Enterokolitis forårsaget af Clostridium difficile
HEA_ICD10_DA048,Anden bakteriel enteritis
HEA_ICD10_DA049,Enteritis forårsaget af bakterier UNS
HEA_ICD10_DA05,Andre bakterielle fødevareforgiftninger IKA
HEA_ICD10_DA050,Fødevareforgiftning forårsaget af stafylokokker
HEA_ICD10_DA051,Botulisme
HEA_ICD10_DA052,Fødevareforgiftning forårsaget af Clostridium perfringens
HEA_ICD10_DA053,Fødevareforgiftning forårsaget af Vibrio parahaemolyticus
HEA_ICD10_DA054,Fødevareforgiftning forårsaget af Bacillus cereus
HEA_ICD10_DA058,Anden bakteriel fødevareforgiftning
HEA_ICD10_DA059,Bakteriel fødevareforgiftning UNS
HEA_ICD10_DA06,Amøbedysenteri
HEA_ICD10_DA060,Akut amøbedysenteri
HEA_ICD10_DA061,Kronisk intestinal amøbeinfektion
HEA_ICD10_DA062,Colitis forårsaget af amøbeinfektion
HEA_ICD10_DA063,Amøbom i tarm
HEA_ICD10_DA063A,Amøbom UNS
HEA_ICD10_DA064,Leverabsces forårsaget af amøbeinfektion
HEA_ICD10_DA065,Lungeabsces forårsaget af amøbeinfektion
HEA_ICD10_DA066,Hjerneabsces forårsaget af amøbeinfektion
HEA_ICD10_DA067,Amøbeinfektion i huden
HEA_ICD10_DA068,Amøbeinfektion med anden lokalisation
HEA_ICD10_DA068A,Appendicitis forårsaget af amøbeinfektion
HEA_ICD10_DA069,Amøbeinfektion UNS
HEA_ICD10_DA07,Andre tarmsygdomme fremkaldt af protozoer
HEA_ICD10_DA070,Balantidiasis
HEA_ICD10_DA071,Giardiasis
HEA_ICD10_DA072,Cryptosporidiosis
HEA_ICD10_DA073,Isosporiasis
HEA_ICD10_DA078,Anden tarminfektion forårsaget af protozoer
HEA_ICD10_DA078A,Sarcocystose
HEA_ICD10_DA078C,Trichomoniasis intestinalis
HEA_ICD10_DA078D,Coccidiosis intestinalis
HEA_ICD10_DA079,Tarmsygdom forårsaget af protozoer UNS
HEA_ICD10_DA08,Tarminfektioner forårsaget af virus og andre organismer
HEA_ICD10_DA080,Enteritis forårsaget af rotavirus
HEA_ICD10_DA081,Akut gastroenteritis forårsaget af Norwalk-virus
HEA_ICD10_DA082,Enteritis forårsaget af adenovirus
HEA_ICD10_DA083,Enteritis forårsaget af anden virus
HEA_ICD10_DA083A,Gastroenteritis forårsaget af parvovirus
HEA_ICD10_DA084,Tarminfektion forårsaget af virus UNS
HEA_ICD10_DA085,Tarminfektion forårsaget af anden (mikro)organisme UNS
HEA_ICD10_DA09,Anden gastroenteritis og colitis af infektiøs eller ikke specificeret årsag
HEA_ICD10_DA090,Anden og uspecifik gastroenteritis og colitis af infektiøs oprindelse
HEA_ICD10_DA099,Gastroenteritis eller colitis af ikke specificeret årsag
HEA_ICD10_DA15,Tuberkulose i åndedrætsorganer verificeret bakteriologisk og histologisk
HEA_ICD10_DA150,Lungetuberkulose verificeret ved mikroskopi af ekspektorat med eller uden dyrkning
HEA_ICD10_DA151,Lungetuberkulose verificeret alene ved dyrkning
HEA_ICD10_DA152,Lungetuberkulose verificeret histologisk
HEA_ICD10_DA153,Lungetuberkulose verificeret ved ikke angivet metode
HEA_ICD10_DA154,Tuberkulose i intratorakale lymfeknuder verificeret bakteriologisk eller histologisk
HEA_ICD10_DA155,"Tuberkulose i struben, luftrøret eller bronkier verificeret bakteriologisk eller histologisk"
HEA_ICD10_DA156,Tuberkuløs lungehindebetændelse verificeret bakteriologisk eller histologisk
HEA_ICD10_DA157,Primær tuberkulose i åndedrætsorganerne verificeret bakteriologisk eller histologisk
HEA_ICD10_DA158,Anden tuberkulose i åndedrætsorganerne verificeret bakteriologisk og histologisk
HEA_ICD10_DA158A,Tuberkulose i mediastinum verificeret bakteriologisk og histologisk
HEA_ICD10_DA158B,Tuberkulose i næsen verificeret bakteriologisk og histologisk
HEA_ICD10_DA158C,Tuberkulose i næsesvælget verificeret bakteriologisk og histologisk
HEA_ICD10_DA159,"Tuberkulose i åndedrætsorganerne UNS, verificeret bakteriologisk eller histologisk"
HEA_ICD10_DA16,Tuberkulose i åndedrætsorganer ikke bakteriologisk eller histologisk verificeret
HEA_ICD10_DA160,"Lungetuberkulose, bakteriologisk og histologisk negativt fund"
HEA_ICD10_DA161,"Lungetuberkulose, bakteriologisk og histologisk undersøgelse ikke er foretaget"
HEA_ICD10_DA162,Lungetuberkulose uden angivelse af bakteriologisk eller histologisk verifikation
HEA_ICD10_DA162A,Tuberkuløs lungefibrose UNS
HEA_ICD10_DA162B,Tuberkuløs pneumoni UNS
HEA_ICD10_DA162C,Tuberkuløs pneumothorax UNS
HEA_ICD10_DA163,Tuberkulose i intratorakale lymfekirtler uden angivelse af bakteriologisk eller histologisk verifikation
HEA_ICD10_DA164,"Tuberkulose i struben, luftrøret eller bronkier uden angivelse af bakteriologisk eller histologisk verifikation"
HEA_ICD10_DA165,Tuberkuløs lungehindebetændelse uden angivelse af bakteriologisk eller histologisk verifikation
HEA_ICD10_DA167,Primær tuberkulose i åndedrætsorganerne uden angivelse af bakteriologisk eller histologisk verifikation
HEA_ICD10_DA168,Anden tuberkulose i åndedrætsorganerne uden angivelse af bakteriologisk eller histologisk verifikation
HEA_ICD10_DA168A,Tuberkulose i mediastinum UNS
HEA_ICD10_DA168B,Tuberkulose i næsen UNS
HEA_ICD10_DA168C,Tuberkulose i næsesvælget UNS
HEA_ICD10_DA169,"Tuberkulose i åndedrætsorganerne UNS, uden angivelse af bakteriologisk eller histologisk verifikation"
HEA_ICD10_DA17,Tuberkulose i nervesystemet
HEA_ICD10_DA170,Tuberkuløs meningitis
HEA_ICD10_DA171,Tuberkulom i hjernehinder
HEA_ICD10_DA178,Anden form for tuberkulose i nervesystemet
HEA_ICD10_DA179,Tuberkulose i nervesystemet UNS
HEA_ICD10_DA18,Tuberkulose i andre organer
HEA_ICD10_DA180,Tuberkulose i knogler og led
