code,description
LAB_ovrig_dagpenge_akas_13_Q1,Other labor income - 1th percentile
LAB_ovrig_kontanthjalp_13_Q1,Other labor income - 1th percentile
LAB_ovrig_overforsel_13_Q1,Other labor income - 1th percentile
LAB_ovrig_dagpenge_akas_13_Q2,Other labor income - 2th percentile
LAB_ovrig_kontanthjalp_13_Q2,Other labor income - 2th percentile
LAB_ovrig_overforsel_13_Q2,Other labor income - 2th percentile
LAB_ovrig_dagpenge_akas_13_Q3,Other labor income - 3th percentile
LAB_ovrig_kontanthjalp_13_Q3,Other labor income - 3th percentile
LAB_ovrig_overforsel_13_Q3,Other labor income - 3th percentile
LAB_ovrig_dagpenge_akas_13_Q4,Other labor income - 4th percentile
LAB_ovrig_kontanthjalp_13_Q4,Other labor income - 4th percentile
LAB_ovrig_overforsel_13_Q4,Other labor income - 4th percentile
LAB_ovrig_dagpenge_akas_13_Q5,Other labor income - 5th percentile
LAB_ovrig_kontanthjalp_13_Q5,Other labor income - 5th percentile
LAB_ovrig_overforsel_13_Q5,Other labor income - 5th percentile
LAB_ovrig_dagpenge_akas_13_Q6,Other labor income - 6th percentile
LAB_ovrig_kontanthjalp_13_Q6,Other labor income - 6th percentile
LAB_ovrig_overforsel_13_Q6,Other labor income - 6th percentile
LAB_ovrig_dagpenge_akas_13_Q7,Other labor income - 7th percentile
LAB_ovrig_kontanthjalp_13_Q7,Other labor income - 7th percentile
LAB_ovrig_overforsel_13_Q7,Other labor income - 7th percentile
LAB_ovrig_dagpenge_akas_13_Q8,Other labor income - 8th percentile
LAB_ovrig_kontanthjalp_13_Q8,Other labor income - 8th percentile
LAB_ovrig_overforsel_13_Q8,Other labor income - 8th percentile
LAB_ovrig_dagpenge_akas_13_Q9,Other labor income - 9th percentile
LAB_ovrig_kontanthjalp_13_Q9,Other labor income - 9th percentile
LAB_ovrig_overforsel_13_Q9,Other labor income - 9th percentile
LAB_ovrig_dagpenge_akas_13_Q10,Other labor income - 10th percentile
LAB_ovrig_kontanthjalp_13_Q10,Other labor income - 10th percentile
LAB_ovrig_overforsel_13_Q10,Other labor income - 10th percentile
LAB_ovrig_dagpenge_akas_13_Q11,Other labor income - 11th percentile
LAB_ovrig_kontanthjalp_13_Q11,Other labor income - 11th percentile
LAB_ovrig_overforsel_13_Q11,Other labor income - 11th percentile
LAB_ovrig_dagpenge_akas_13_Q12,Other labor income - 12th percentile
LAB_ovrig_kontanthjalp_13_Q12,Other labor income - 12th percentile
LAB_ovrig_overforsel_13_Q12,Other labor income - 12th percentile
LAB_ovrig_dagpenge_akas_13_Q13,Other labor income - 13th percentile
LAB_ovrig_kontanthjalp_13_Q13,Other labor income - 13th percentile
LAB_ovrig_overforsel_13_Q13,Other labor income - 13th percentile
LAB_ovrig_dagpenge_akas_13_Q14,Other labor income - 14th percentile
LAB_ovrig_kontanthjalp_13_Q14,Other labor income - 14th percentile
LAB_ovrig_overforsel_13_Q14,Other labor income - 14th percentile
LAB_ovrig_dagpenge_akas_13_Q15,Other labor income - 15th percentile
LAB_ovrig_kontanthjalp_13_Q15,Other labor income - 15th percentile
LAB_ovrig_overforsel_13_Q15,Other labor income - 15th percentile
LAB_ovrig_dagpenge_akas_13_Q16,Other labor income - 16th percentile
LAB_ovrig_kontanthjalp_13_Q16,Other labor income - 16th percentile
LAB_ovrig_overforsel_13_Q16,Other labor income - 16th percentile
LAB_ovrig_dagpenge_akas_13_Q17,Other labor income - 17th percentile
LAB_ovrig_kontanthjalp_13_Q17,Other labor income - 17th percentile
LAB_ovrig_overforsel_13_Q17,Other labor income - 17th percentile
LAB_ovrig_dagpenge_akas_13_Q18,Other labor income - 18th percentile
LAB_ovrig_kontanthjalp_13_Q18,Other labor income - 18th percentile
LAB_ovrig_overforsel_13_Q18,Other labor income - 18th percentile
LAB_ovrig_dagpenge_akas_13_Q19,Other labor income - 19th percentile
LAB_ovrig_kontanthjalp_13_Q19,Other labor income - 19th percentile
LAB_ovrig_overforsel_13_Q19,Other labor income - 19th percentile
LAB_ovrig_dagpenge_akas_13_Q20,Other labor income - 20th percentile
LAB_ovrig_kontanthjalp_13_Q20,Other labor income - 20th percentile
LAB_ovrig_overforsel_13_Q20,Other labor income - 20th percentile
LAB_ovrig_dagpenge_akas_13_Q21,Other labor income - 21th percentile
LAB_ovrig_kontanthjalp_13_Q21,Other labor income - 21th percentile
LAB_ovrig_overforsel_13_Q21,Other labor income - 21th percentile
LAB_ovrig_dagpenge_akas_13_Q22,Other labor income - 22th percentile
LAB_ovrig_kontanthjalp_13_Q22,Other labor income - 22th percentile
LAB_ovrig_overforsel_13_Q22,Other labor income - 22th percentile
LAB_ovrig_dagpenge_akas_13_Q23,Other labor income - 23th percentile
LAB_ovrig_kontanthjalp_13_Q23,Other labor income - 23th percentile
LAB_ovrig_overforsel_13_Q23,Other labor income - 23th percentile
LAB_ovrig_dagpenge_akas_13_Q24,Other labor income - 24th percentile
LAB_ovrig_kontanthjalp_13_Q24,Other labor income - 24th percentile
LAB_ovrig_overforsel_13_Q24,Other labor income - 24th percentile
LAB_ovrig_dagpenge_akas_13_Q25,Other labor income - 25th percentile
LAB_ovrig_kontanthjalp_13_Q25,Other labor income - 25th percentile
LAB_ovrig_overforsel_13_Q25,Other labor income - 25th percentile
LAB_ovrig_dagpenge_akas_13_Q26,Other labor income - 26th percentile
LAB_ovrig_kontanthjalp_13_Q26,Other labor income - 26th percentile
LAB_ovrig_overforsel_13_Q26,Other labor income - 26th percentile
LAB_ovrig_dagpenge_akas_13_Q27,Other labor income - 27th percentile
LAB_ovrig_kontanthjalp_13_Q27,Other labor income - 27th percentile
LAB_ovrig_overforsel_13_Q27,Other labor income - 27th percentile
LAB_ovrig_dagpenge_akas_13_Q28,Other labor income - 28th percentile
LAB_ovrig_kontanthjalp_13_Q28,Other labor income - 28th percentile
LAB_ovrig_overforsel_13_Q28,Other labor income - 28th percentile
LAB_ovrig_dagpenge_akas_13_Q29,Other labor income - 29th percentile
LAB_ovrig_kontanthjalp_13_Q29,Other labor income - 29th percentile
LAB_ovrig_overforsel_13_Q29,Other labor income - 29th percentile
LAB_ovrig_dagpenge_akas_13_Q30,Other labor income - 30th percentile
LAB_ovrig_kontanthjalp_13_Q30,Other labor income - 30th percentile
LAB_ovrig_overforsel_13_Q30,Other labor income - 30th percentile
LAB_ovrig_dagpenge_akas_13_Q31,Other labor income - 31th percentile
LAB_ovrig_kontanthjalp_13_Q31,Other labor income - 31th percentile
LAB_ovrig_overforsel_13_Q31,Other labor income - 31th percentile
LAB_ovrig_dagpenge_akas_13_Q32,Other labor income - 32th percentile
LAB_ovrig_kontanthjalp_13_Q32,Other labor income - 32th percentile
LAB_ovrig_overforsel_13_Q32,Other labor income - 32th percentile
LAB_ovrig_dagpenge_akas_13_Q33,Other labor income - 33th percentile
LAB_ovrig_kontanthjalp_13_Q33,Other labor income - 33th percentile
LAB_ovrig_overforsel_13_Q33,Other labor income - 33th percentile
LAB_ovrig_dagpenge_akas_13_Q34,Other labor income - 34th percentile
LAB_ovrig_kontanthjalp_13_Q34,Other labor income - 34th percentile
LAB_ovrig_overforsel_13_Q34,Other labor income - 34th percentile
LAB_ovrig_dagpenge_akas_13_Q35,Other labor income - 35th percentile
LAB_ovrig_kontanthjalp_13_Q35,Other labor income - 35th percentile
LAB_ovrig_overforsel_13_Q35,Other labor income - 35th percentile
LAB_ovrig_dagpenge_akas_13_Q36,Other labor income - 36th percentile
LAB_ovrig_kontanthjalp_13_Q36,Other labor income - 36th percentile
LAB_ovrig_overforsel_13_Q36,Other labor income - 36th percentile
LAB_ovrig_dagpenge_akas_13_Q37,Other labor income - 37th percentile
LAB_ovrig_kontanthjalp_13_Q37,Other labor income - 37th percentile
LAB_ovrig_overforsel_13_Q37,Other labor income - 37th percentile
LAB_ovrig_dagpenge_akas_13_Q38,Other labor income - 38th percentile
LAB_ovrig_kontanthjalp_13_Q38,Other labor income - 38th percentile
LAB_ovrig_overforsel_13_Q38,Other labor income - 38th percentile
LAB_ovrig_dagpenge_akas_13_Q39,Other labor income - 39th percentile
LAB_ovrig_kontanthjalp_13_Q39,Other labor income - 39th percentile
LAB_ovrig_overforsel_13_Q39,Other labor income - 39th percentile
LAB_ovrig_dagpenge_akas_13_Q40,Other labor income - 40th percentile
LAB_ovrig_kontanthjalp_13_Q40,Other labor income - 40th percentile
LAB_ovrig_overforsel_13_Q40,Other labor income - 40th percentile
LAB_ovrig_dagpenge_akas_13_Q41,Other labor income - 41th percentile
LAB_ovrig_kontanthjalp_13_Q41,Other labor income - 41th percentile
LAB_ovrig_overforsel_13_Q41,Other labor income - 41th percentile
LAB_ovrig_dagpenge_akas_13_Q42,Other labor income - 42th percentile
