code,description
LAB_lejev_egen_bolig_Q1,Rental income - 1th percentile
LAB_lejev_egen_bolig_Q2,Rental income - 2th percentile
LAB_lejev_egen_bolig_Q3,Rental income - 3th percentile
LAB_lejev_egen_bolig_Q4,Rental income - 4th percentile
LAB_lejev_egen_bolig_Q5,Rental income - 5th percentile
LAB_lejev_egen_bolig_Q6,Rental income - 6th percentile
LAB_lejev_egen_bolig_Q7,Rental income - 7th percentile
LAB_lejev_egen_bolig_Q8,Rental income - 8th percentile
LAB_lejev_egen_bolig_Q9,Rental income - 9th percentile
LAB_lejev_egen_bolig_Q10,Rental income - 10th percentile
LAB_lejev_egen_bolig_Q11,Rental income - 11th percentile
LAB_lejev_egen_bolig_Q12,Rental income - 12th percentile
LAB_lejev_egen_bolig_Q13,Rental income - 13th percentile
LAB_lejev_egen_bolig_Q14,Rental income - 14th percentile
LAB_lejev_egen_bolig_Q15,Rental income - 15th percentile
LAB_lejev_egen_bolig_Q16,Rental income - 16th percentile
LAB_lejev_egen_bolig_Q17,Rental income - 17th percentile
LAB_lejev_egen_bolig_Q18,Rental income - 18th percentile
LAB_lejev_egen_bolig_Q19,Rental income - 19th percentile
LAB_lejev_egen_bolig_Q20,Rental income - 20th percentile
LAB_lejev_egen_bolig_Q21,Rental income - 21th percentile
LAB_lejev_egen_bolig_Q22,Rental income - 22th percentile
LAB_lejev_egen_bolig_Q23,Rental income - 23th percentile
LAB_lejev_egen_bolig_Q24,Rental income - 24th percentile
LAB_lejev_egen_bolig_Q25,Rental income - 25th percentile
LAB_lejev_egen_bolig_Q26,Rental income - 26th percentile
LAB_lejev_egen_bolig_Q27,Rental income - 27th percentile
LAB_lejev_egen_bolig_Q28,Rental income - 28th percentile
LAB_lejev_egen_bolig_Q29,Rental income - 29th percentile
LAB_lejev_egen_bolig_Q30,Rental income - 30th percentile
LAB_lejev_egen_bolig_Q31,Rental income - 31th percentile
LAB_lejev_egen_bolig_Q32,Rental income - 32th percentile
LAB_lejev_egen_bolig_Q33,Rental income - 33th percentile
LAB_lejev_egen_bolig_Q34,Rental income - 34th percentile
LAB_lejev_egen_bolig_Q35,Rental income - 35th percentile
LAB_lejev_egen_bolig_Q36,Rental income - 36th percentile
LAB_lejev_egen_bolig_Q37,Rental income - 37th percentile
LAB_lejev_egen_bolig_Q38,Rental income - 38th percentile
LAB_lejev_egen_bolig_Q39,Rental income - 39th percentile
LAB_lejev_egen_bolig_Q40,Rental income - 40th percentile
LAB_lejev_egen_bolig_Q41,Rental income - 41th percentile
LAB_lejev_egen_bolig_Q42,Rental income - 42th percentile
LAB_lejev_egen_bolig_Q43,Rental income - 43th percentile
LAB_lejev_egen_bolig_Q44,Rental income - 44th percentile
LAB_lejev_egen_bolig_Q45,Rental income - 45th percentile
LAB_lejev_egen_bolig_Q46,Rental income - 46th percentile
LAB_lejev_egen_bolig_Q47,Rental income - 47th percentile
LAB_lejev_egen_bolig_Q48,Rental income - 48th percentile
LAB_lejev_egen_bolig_Q49,Rental income - 49th percentile
LAB_lejev_egen_bolig_Q50,Rental income - 50th percentile
LAB_lejev_egen_bolig_Q51,Rental income - 51th percentile
LAB_lejev_egen_bolig_Q52,Rental income - 52th percentile
LAB_lejev_egen_bolig_Q53,Rental income - 53th percentile
LAB_lejev_egen_bolig_Q54,Rental income - 54th percentile
LAB_lejev_egen_bolig_Q55,Rental income - 55th percentile
LAB_lejev_egen_bolig_Q56,Rental income - 56th percentile
LAB_lejev_egen_bolig_Q57,Rental income - 57th percentile
LAB_lejev_egen_bolig_Q58,Rental income - 58th percentile
LAB_lejev_egen_bolig_Q59,Rental income - 59th percentile
LAB_lejev_egen_bolig_Q60,Rental income - 60th percentile
LAB_lejev_egen_bolig_Q61,Rental income - 61th percentile
LAB_lejev_egen_bolig_Q62,Rental income - 62th percentile
LAB_lejev_egen_bolig_Q63,Rental income - 63th percentile
LAB_lejev_egen_bolig_Q64,Rental income - 64th percentile
LAB_lejev_egen_bolig_Q65,Rental income - 65th percentile
LAB_lejev_egen_bolig_Q66,Rental income - 66th percentile
LAB_lejev_egen_bolig_Q67,Rental income - 67th percentile
LAB_lejev_egen_bolig_Q68,Rental income - 68th percentile
LAB_lejev_egen_bolig_Q69,Rental income - 69th percentile
LAB_lejev_egen_bolig_Q70,Rental income - 70th percentile
LAB_lejev_egen_bolig_Q71,Rental income - 71th percentile
LAB_lejev_egen_bolig_Q72,Rental income - 72th percentile
LAB_lejev_egen_bolig_Q73,Rental income - 73th percentile
LAB_lejev_egen_bolig_Q74,Rental income - 74th percentile
LAB_lejev_egen_bolig_Q75,Rental income - 75th percentile
LAB_lejev_egen_bolig_Q76,Rental income - 76th percentile
LAB_lejev_egen_bolig_Q77,Rental income - 77th percentile
LAB_lejev_egen_bolig_Q78,Rental income - 78th percentile
LAB_lejev_egen_bolig_Q79,Rental income - 79th percentile
LAB_lejev_egen_bolig_Q80,Rental income - 80th percentile
LAB_lejev_egen_bolig_Q81,Rental income - 81th percentile
