code,description
LAB_resuink_13_Q1,Residual income - 1th percentile
LAB_resuink_13_Q2,Residual income - 2th percentile
LAB_resuink_13_Q3,Residual income - 3th percentile
LAB_resuink_13_Q4,Residual income - 4th percentile
LAB_resuink_13_Q5,Residual income - 5th percentile
LAB_resuink_13_Q6,Residual income - 6th percentile
LAB_resuink_13_Q7,Residual income - 7th percentile
LAB_resuink_13_Q8,Residual income - 8th percentile
LAB_resuink_13_Q9,Residual income - 9th percentile
LAB_resuink_13_Q10,Residual income - 10th percentile
LAB_resuink_13_Q11,Residual income - 11th percentile
LAB_resuink_13_Q12,Residual income - 12th percentile
LAB_resuink_13_Q13,Residual income - 13th percentile
LAB_resuink_13_Q14,Residual income - 14th percentile
LAB_resuink_13_Q15,Residual income - 15th percentile
LAB_resuink_13_Q16,Residual income - 16th percentile
LAB_resuink_13_Q17,Residual income - 17th percentile
LAB_resuink_13_Q18,Residual income - 18th percentile
LAB_resuink_13_Q19,Residual income - 19th percentile
LAB_resuink_13_Q20,Residual income - 20th percentile
LAB_resuink_13_Q21,Residual income - 21th percentile
LAB_resuink_13_Q22,Residual income - 22th percentile
LAB_resuink_13_Q23,Residual income - 23th percentile
LAB_resuink_13_Q24,Residual income - 24th percentile
LAB_resuink_13_Q25,Residual income - 25th percentile
LAB_resuink_13_Q26,Residual income - 26th percentile
LAB_resuink_13_Q27,Residual income - 27th percentile
LAB_resuink_13_Q28,Residual income - 28th percentile
LAB_resuink_13_Q29,Residual income - 29th percentile
LAB_resuink_13_Q30,Residual income - 30th percentile
LAB_resuink_13_Q31,Residual income - 31th percentile
LAB_resuink_13_Q32,Residual income - 32th percentile
LAB_resuink_13_Q33,Residual income - 33th percentile
LAB_resuink_13_Q34,Residual income - 34th percentile
LAB_resuink_13_Q35,Residual income - 35th percentile
LAB_resuink_13_Q36,Residual income - 36th percentile
LAB_resuink_13_Q37,Residual income - 37th percentile
LAB_resuink_13_Q38,Residual income - 38th percentile
LAB_resuink_13_Q39,Residual income - 39th percentile
LAB_resuink_13_Q40,Residual income - 40th percentile
LAB_resuink_13_Q41,Residual income - 41th percentile
LAB_resuink_13_Q42,Residual income - 42th percentile
LAB_resuink_13_Q43,Residual income - 43th percentile
LAB_resuink_13_Q44,Residual income - 44th percentile
LAB_resuink_13_Q45,Residual income - 45th percentile
LAB_resuink_13_Q46,Residual income - 46th percentile
LAB_resuink_13_Q47,Residual income - 47th percentile
LAB_resuink_13_Q48,Residual income - 48th percentile
LAB_resuink_13_Q49,Residual income - 49th percentile
LAB_resuink_13_Q50,Residual income - 50th percentile
LAB_resuink_13_Q51,Residual income - 51th percentile
LAB_resuink_13_Q52,Residual income - 52th percentile
LAB_resuink_13_Q53,Residual income - 53th percentile
LAB_resuink_13_Q54,Residual income - 54th percentile
LAB_resuink_13_Q55,Residual income - 55th percentile
LAB_resuink_13_Q56,Residual income - 56th percentile
LAB_resuink_13_Q57,Residual income - 57th percentile
LAB_resuink_13_Q58,Residual income - 58th percentile
LAB_resuink_13_Q59,Residual income - 59th percentile
LAB_resuink_13_Q60,Residual income - 60th percentile
LAB_resuink_13_Q61,Residual income - 61th percentile
LAB_resuink_13_Q62,Residual income - 62th percentile
LAB_resuink_13_Q63,Residual income - 63th percentile
LAB_resuink_13_Q64,Residual income - 64th percentile
LAB_resuink_13_Q65,Residual income - 65th percentile
LAB_resuink_13_Q66,Residual income - 66th percentile
LAB_resuink_13_Q67,Residual income - 67th percentile
LAB_resuink_13_Q68,Residual income - 68th percentile
LAB_resuink_13_Q69,Residual income - 69th percentile
LAB_resuink_13_Q70,Residual income - 70th percentile
LAB_resuink_13_Q71,Residual income - 71th percentile
LAB_resuink_13_Q72,Residual income - 72th percentile
LAB_resuink_13_Q73,Residual income - 73th percentile
LAB_resuink_13_Q74,Residual income - 74th percentile
LAB_resuink_13_Q75,Residual income - 75th percentile
LAB_resuink_13_Q76,Residual income - 76th percentile
LAB_resuink_13_Q77,Residual income - 77th percentile
LAB_resuink_13_Q78,Residual income - 78th percentile
LAB_resuink_13_Q79,Residual income - 79th percentile
LAB_resuink_13_Q80,Residual income - 80th percentile
LAB_resuink_13_Q81,Residual income - 81th percentile
LAB_resuink_13_Q82,Residual income - 82th percentile
LAB_resuink_13_Q83,Residual income - 83th percentile
LAB_resuink_13_Q84,Residual income - 84th percentile
LAB_resuink_13_Q85,Residual income - 85th percentile
LAB_resuink_13_Q86,Residual income - 86th percentile
LAB_resuink_13_Q87,Residual income - 87th percentile
LAB_resuink_13_Q88,Residual income - 88th percentile
LAB_resuink_13_Q89,Residual income - 89th percentile
LAB_resuink_13_Q90,Residual income - 90th percentile
LAB_resuink_13_Q91,Residual income - 91th percentile
LAB_resuink_13_Q92,Residual income - 92th percentile
LAB_resuink_13_Q93,Residual income - 93th percentile
LAB_resuink_13_Q94,Residual income - 94th percentile
LAB_resuink_13_Q95,Residual income - 95th percentile
LAB_resuink_13_Q96,Residual income - 96th percentile
LAB_resuink_13_Q97,Residual income - 97th percentile
LAB_resuink_13_Q98,Residual income - 98th percentile
LAB_resuink_13_Q99,Residual income - 99th percentile
LAB_resuink_13_Q100,Residual income - 100th percentile
