code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
DEM_birthyear_1926,DEM,birthyear,1926,Birthyear 1926,Fødselsår 1926,,,Birthyear 1926,,,translated,manual_update,medium,english,,,53461,53461,0.005921
DEM_birthyear_1927,DEM,birthyear,1927,Birthyear 1927,Fødselsår 1927,,,Birthyear 1927,,,translated,manual_update,medium,english,,,52530,52530,0.005818
DEM_birthyear_1918,DEM,birthyear,1918,Birthyear 1918,Fødselsår 1918,,,Birthyear 1918,,,translated,manual_update,medium,english,,,47654,47654,0.005278
DEM_birthyear_1981,DEM,birthyear,1981,Birthyear 1981,Fødselsår 1981,,,Birthyear 1981,,,translated,manual_update,medium,english,,,87944,87944,0.009741
DEM_birthyear_2011,DEM,birthyear,2011,Birthyear 2011,Fødselsår 2011,,,Birthyear 2011,,,translated,manual_update,medium,english,,,67246,67246,0.007448
DEM_birthyear_2015,DEM,birthyear,2015,Birthyear 2015,Fødselsår 2015,,,Birthyear 2015,,,translated,manual_update,medium,english,,,64542,64542,0.007149
DEM_birthyear_1945,DEM,birthyear,1945,Birthyear 1945,Fødselsår 1945,,,Birthyear 1945,,,translated,manual_update,medium,english,,,89431,89431,0.009905
DEM_birthyear_1961,DEM,birthyear,1961,Birthyear 1961,Fødselsår 1961,,,Birthyear 1961,,,translated,manual_update,medium,english,,,87914,87914,0.009737
DEM_birthyear_1975,DEM,birthyear,1975,Birthyear 1975,Fødselsår 1975,,,Birthyear 1975,,,translated,manual_update,medium,english,,,96981,96981,0.010741
DEM_birthyear_1989,DEM,birthyear,1989,Birthyear 1989,Fødselsår 1989,,,Birthyear 1989,,,translated,manual_update,medium,english,,,107605,107605,0.011918
DEM_birthyear_2017,DEM,birthyear,2017,Birthyear 2017,Fødselsår 2017,,,Birthyear 2017,,,translated,manual_update,medium,english,,,66233,66233,0.007336
DEM_birthyear_1902,DEM,birthyear,1902,Birthyear 1902,Fødselsår 1902,,,Birthyear 1902,,,translated,manual_update,medium,english,,,17999,17999,0.001994
DEM_birthyear_1971,DEM,birthyear,1971,Birthyear 1971,Fødselsår 1971,,,Birthyear 1971,,,translated,manual_update,medium,english,,,95863,95863,0.010618
DEM_birthyear_2018,DEM,birthyear,2018,Birthyear 2018,Fødselsår 2018,,,Birthyear 2018,,,translated,manual_update,medium,english,,,65688,65688,0.007275
DEM_birthyear_1941,DEM,birthyear,1941,Birthyear 1941,Fødselsår 1941,,,Birthyear 1941,,,translated,manual_update,medium,english,,,66385,66385,0.007353
DEM_birthyear_1937,DEM,birthyear,1937,Birthyear 1937,Fødselsår 1937,,,Birthyear 1937,,,translated,manual_update,medium,english,,,59946,59946,0.00664
DEM_birthyear_1956,DEM,birthyear,1956,Birthyear 1956,Fødselsår 1956,,,Birthyear 1956,,,translated,manual_update,medium,english,,,83026,83026,0.009196
DEM_birthyear_1966,DEM,birthyear,1966,Birthyear 1966,Fødselsår 1966,,,Birthyear 1966,,,translated,manual_update,medium,english,,,105256,105256,0.011658
DEM_birthyear_1994,DEM,birthyear,1994,Birthyear 1994,Fødselsår 1994,,,Birthyear 1994,,,translated,manual_update,medium,english,,,109884,109884,0.012171
DEM_birthyear_1983,DEM,birthyear,1983,Birthyear 1983,Fødselsår 1983,,,Birthyear 1983,,,translated,manual_update,medium,english,,,89455,89455,0.009908
DEM_birthyear_1997,DEM,birthyear,1997,Birthyear 1997,Fødselsår 1997,,,Birthyear 1997,,,translated,manual_update,medium,english,,,100604,100604,0.011143
DEM_birthyear_2013,DEM,birthyear,2013,Birthyear 2013,Fødselsår 2013,,,Birthyear 2013,,,translated,manual_update,medium,english,,,63382,63382,0.00702
DEM_birthyear_1977,DEM,birthyear,1977,Birthyear 1977,Fødselsår 1977,,,Birthyear 1977,,,translated,manual_update,medium,english,,,89759,89759,0.009942
DEM_birthyear_2020,DEM,birthyear,2020,Birthyear 2020,Fødselsår 2020,,,Birthyear 2020,,,translated,manual_update,medium,english,,,64270,64270,0.007118
DEM_birthyear_1884,DEM,birthyear,1884,Birthyear 1884,Fødselsår 1884,,,Birthyear 1884,,,translated,manual_update,medium,english,,,61,61,7e-06
DEM_birthyear_1935,DEM,birthyear,1935,Birthyear 1935,Fødselsår 1935,,,Birthyear 1935,,,translated,manual_update,medium,english,,,56194,56194,0.006224
DEM_birthyear_1969,DEM,birthyear,1969,Birthyear 1969,Fødselsår 1969,,,Birthyear 1969,,,translated,manual_update,medium,english,,,91462,91462,0.01013
DEM_birthyear_1925,DEM,birthyear,1925,Birthyear 1925,Fødselsår 1925,,,Birthyear 1925,,,translated,manual_update,medium,english,,,53467,53467,0.005922
DEM_birthyear_1999,DEM,birthyear,1999,Birthyear 1999,Fødselsår 1999,,,Birthyear 1999,,,translated,manual_update,medium,english,,,91531,91531,0.010138
DEM_birthyear_1936,DEM,birthyear,1936,Birthyear 1936,Fødselsår 1936,,,Birthyear 1936,,,translated,manual_update,medium,english,,,57966,57966,0.00642
DEM_birthyear_2001,DEM,birthyear,2001,Birthyear 2001,Fødselsår 2001,,,Birthyear 2001,,,translated,manual_update,medium,english,,,85962,85962,0.009521
DEM_birthyear_1938,DEM,birthyear,1938,Birthyear 1938,Fødselsår 1938,,,Birthyear 1938,,,translated,manual_update,medium,english,,,61421,61421,0.006803
DEM_birthyear_1965,DEM,birthyear,1965,Birthyear 1965,Fødselsår 1965,,,Birthyear 1965,,,translated,manual_update,medium,english,,,101636,101636,0.011257
DEM_birthyear_1973,DEM,birthyear,1973,Birthyear 1973,Fødselsår 1973,,,Birthyear 1973,,,translated,manual_update,medium,english,,,94497,94497,0.010466
DEM_birthyear_1980,DEM,birthyear,1980,Birthyear 1980,Fødselsår 1980,,,Birthyear 1980,,,translated,manual_update,medium,english,,,90918,90918,0.01007
DEM_birthyear_2016,DEM,birthyear,2016,Birthyear 2016,Fødselsår 2016,,,Birthyear 2016,,,translated,manual_update,medium,english,,,67271,67271,0.007451
DEM_birthyear_2004,DEM,birthyear,2004,Birthyear 2004,Fødselsår 2004,,,Birthyear 2004,,,translated,manual_update,medium,english,,,75756,75756,0.008391
DEM_birthyear_1907,DEM,birthyear,1907,Birthyear 1907,Fødselsår 1907,,,Birthyear 1907,,,translated,manual_update,medium,english,,,29477,29477,0.003265
DEM_birthyear_1914,DEM,birthyear,1914,Birthyear 1914,Fødselsår 1914,,,Birthyear 1914,,,translated,manual_update,medium,english,,,43845,43845,0.004856
DEM_birthyear_1920,DEM,birthyear,1920,Birthyear 1920,Fødselsår 1920,,,Birthyear 1920,,,translated,manual_update,medium,english,,,55434,55434,0.00614
DEM_birthyear_1959,DEM,birthyear,1959,Birthyear 1959,Fødselsår 1959,,,Birthyear 1959,,,translated,manual_update,medium,english,,,83540,83540,0.009253
DEM_birthyear_1993,DEM,birthyear,1993,Birthyear 1993,Fødselsår 1993,,,Birthyear 1993,,,translated,manual_update,medium,english,,,108185,108185,0.011982
DEM_birthyear_1913,DEM,birthyear,1913,Birthyear 1913,Fødselsår 1913,,,Birthyear 1913,,,translated,manual_update,medium,english,,,42640,42640,0.004723
DEM_birthyear_2009,DEM,birthyear,2009,Birthyear 2009,Fødselsår 2009,,,Birthyear 2009,,,translated,manual_update,medium,english,,,71824,71824,0.007955
DEM_birthyear_1967,DEM,birthyear,1967,Birthyear 1967,Fødselsår 1967,,,Birthyear 1967,,,translated,manual_update,medium,english,,,99577,99577,0.011029
DEM_birthyear_1909,DEM,birthyear,1909,Birthyear 1909,Fødselsår 1909,,,Birthyear 1909,,,translated,manual_update,medium,english,,,35899,35899,0.003976
DEM_birthyear_1940,DEM,birthyear,1940,Birthyear 1940,Fødselsår 1940,,,Birthyear 1940,,,translated,manual_update,medium,english,,,64492,64492,0.007143
DEM_birthyear_1963,DEM,birthyear,1963,Birthyear 1963,Fødselsår 1963,,,Birthyear 1963,,,translated,manual_update,medium,english,,,96483,96483,0.010686
