code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
LAB_bredt_loen_beloeb_Q1,LAB,bredt,loen_beloeb_Q1,Bredt lønbeløb (inkl. ATP og personalegoder) — 1/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 1/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 1/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,940370857,6739339,0.746437,,
LAB_bredt_loen_beloeb_Q6,LAB,bredt,loen_beloeb_Q6,Bredt lønbeløb (inkl. ATP og personalegoder) — 6/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 6/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 6/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,13872276,3020455,0.33454,,
LAB_bredt_loen_beloeb_Q23,LAB,bredt,loen_beloeb_Q23,Bredt lønbeløb (inkl. ATP og personalegoder) — 23/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 23/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 23/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5176698,2062965,0.22849,,
LAB_bredt_loen_beloeb_Q5,LAB,bredt,loen_beloeb_Q5,Bredt lønbeløb (inkl. ATP og personalegoder) — 5/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 5/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 5/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,16277281,3143281,0.348144,,
LAB_bredt_loen_beloeb_Q47,LAB,bredt,loen_beloeb_Q47,Bredt lønbeløb (inkl. ATP og personalegoder) — 47/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 47/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 47/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9818562,1987527,0.220135,,
LAB_bredt_loen_beloeb_Q44,LAB,bredt,loen_beloeb_Q44,Bredt lønbeløb (inkl. ATP og personalegoder) — 44/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 44/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 44/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9689026,2000669,0.22159,,
LAB_bredt_loen_beloeb_Q52,LAB,bredt,loen_beloeb_Q52,Bredt lønbeløb (inkl. ATP og personalegoder) — 52/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 52/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 52/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,8792169,1868319,0.206932,,
LAB_bredt_loen_beloeb_Q20,LAB,bredt,loen_beloeb_Q20,Bredt lønbeløb (inkl. ATP og personalegoder) — 20/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 20/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 20/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5411516,2135689,0.236545,,
LAB_bredt_loen_beloeb_Q19,LAB,bredt,loen_beloeb_Q19,Bredt lønbeløb (inkl. ATP og personalegoder) — 19/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 19/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 19/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5456972,2159957,0.239233,,
LAB_bredt_loen_beloeb_Q69,LAB,bredt,loen_beloeb_Q69,Bredt lønbeløb (inkl. ATP og personalegoder) — 69/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 69/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 69/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,4471698,1209003,0.133907,,
LAB_bredt_loen_beloeb_Q39,LAB,bredt,loen_beloeb_Q39,Bredt lønbeløb (inkl. ATP og personalegoder) — 39/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 39/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 39/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,8704176,1989411,0.220343,,
LAB_bredt_loen_beloeb_Q50,LAB,bredt,loen_beloeb_Q50,Bredt lønbeløb (inkl. ATP og personalegoder) — 50/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 50/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 50/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9362194,1924797,0.213187,,
LAB_bredt_loen_beloeb_Q28,LAB,bredt,loen_beloeb_Q28,Bredt lønbeløb (inkl. ATP og personalegoder) — 28/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 28/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 28/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,4846950,1967422,0.217908,,
LAB_bredt_loen_beloeb_Q30,LAB,bredt,loen_beloeb_Q30,Bredt lønbeløb (inkl. ATP og personalegoder) — 30/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 30/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 30/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5242699,1951190,0.21611,,
LAB_bredt_loen_beloeb_Q51,LAB,bredt,loen_beloeb_Q51,Bredt lønbeløb (inkl. ATP og personalegoder) — 51/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 51/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 51/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9059523,1893117,0.209678,,
LAB_bredt_loen_beloeb_Q31,LAB,bredt,loen_beloeb_Q31,Bredt lønbeløb (inkl. ATP og personalegoder) — 31/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 31/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 31/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5707478,1960942,0.21719,,
LAB_bredt_loen_beloeb_Q49,LAB,bredt,loen_beloeb_Q49,Bredt lønbeløb (inkl. ATP og personalegoder) — 49/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 49/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 49/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9576837,1948726,0.215837,,
LAB_bredt_loen_beloeb_Q7,LAB,bredt,loen_beloeb_Q7,Bredt lønbeløb (inkl. ATP og personalegoder) — 7/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 7/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 7/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,12224074,2913035,0.322642,,
LAB_bredt_loen_beloeb_Q93,LAB,bredt,loen_beloeb_Q93,Bredt lønbeløb (inkl. ATP og personalegoder) — 93/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 93/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 93/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,1877351,534814,0.059235,,
LAB_bredt_loen_beloeb_Q34,LAB,bredt,loen_beloeb_Q34,Bredt lønbeløb (inkl. ATP og personalegoder) — 34/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 34/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 34/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,6612862,1961971,0.217304,,
LAB_bredt_loen_beloeb_Q64,LAB,bredt,loen_beloeb_Q64,Bredt lønbeløb (inkl. ATP og personalegoder) — 64/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 64/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 64/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5463078,1402406,0.155328,,
LAB_bredt_loen_beloeb_Q42,LAB,bredt,loen_beloeb_Q42,Bredt lønbeløb (inkl. ATP og personalegoder) — 42/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 42/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 42/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9491546,2012261,0.222874,,
LAB_bredt_loen_beloeb_Q41,LAB,bredt,loen_beloeb_Q41,Bredt lønbeløb (inkl. ATP og personalegoder) — 41/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 41/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 41/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,9279598,1999262,0.221435,,
LAB_bredt_loen_beloeb_Q8,LAB,bredt,loen_beloeb_Q8,Bredt lønbeløb (inkl. ATP og personalegoder) — 8/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 8/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 8/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,10823969,2812871,0.311548,,
LAB_bredt_loen_beloeb_Q4,LAB,bredt,loen_beloeb_Q4,Bredt lønbeløb (inkl. ATP og personalegoder) — 4/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 4/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 4/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,19434559,3266014,0.361738,,
LAB_bredt_loen_beloeb_Q38,LAB,bredt,loen_beloeb_Q38,Bredt lønbeløb (inkl. ATP og personalegoder) — 38/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 38/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 38/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,8213624,1976139,0.218873,,
LAB_bredt_loen_beloeb_Q57,LAB,bredt,loen_beloeb_Q57,Bredt lønbeløb (inkl. ATP og personalegoder) — 57/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 57/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 57/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,7257041,1680771,0.186159,,
LAB_bredt_loen_beloeb_Q70,LAB,bredt,loen_beloeb_Q70,Bredt lønbeløb (inkl. ATP og personalegoder) — 70/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 70/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 70/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,4202197,1166106,0.129156,,
LAB_bredt_loen_beloeb_Q74,LAB,bredt,loen_beloeb_Q74,Bredt lønbeløb (inkl. ATP og personalegoder) — 74/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 74/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 74/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,3561680,1021051,0.11309,,
LAB_bredt_loen_beloeb_Q99,LAB,bredt,loen_beloeb_Q99,Bredt lønbeløb (inkl. ATP og personalegoder) — 99/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 99/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 99/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,1306860,383214,0.042444,,
LAB_bredt_loen_beloeb_Q17,LAB,bredt,loen_beloeb_Q17,Bredt lønbeløb (inkl. ATP og personalegoder) — 17/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 17/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 17/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,5619833,2223956,0.246321,,
LAB_bredt_loen_beloeb_Q26,LAB,bredt,loen_beloeb_Q26,Bredt lønbeløb (inkl. ATP og personalegoder) — 26/100 kvantil,Bredt lønbeløb (inkl. ATP og personalegoder) — 26/100 kvantil,,,Broad wage amount (incl. ATP and employee benefits) — 26/100 quantile,,,dst_times_bredt_loen_beloeb,generated:quantile_percentile,high,english,,,4744992,1988898,0.220287,,
