code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people
DEM_kom_461,DEM,kom,461,Odense,Odense,,,Odense,,,copy-of-da,CSV:DEM_kom,medium,danish,,,1696255,563832,0.062449
DEM_kom_471,DEM,kom,471,Otterup,Otterup,,,Otterup,,,copy-of-da,CSV:DEM_kom,medium,danish,,,43487,23671,0.002622
DEM_kom_201,DEM,kom,201,Allerød,Allerød,,,Allerød,,,copy-of-da,CSV:DEM_kom,medium,danish,,,135459,74986,0.008305
DEM_kom_101,DEM,kom,101,København,København,,,Copenhagen,,,translated,CSV:DEM_kom,medium,danish,,,5664319,2079771,0.230352
DEM_kom_253,DEM,kom,253,Greve,Greve,,,Greve,,,copy-of-da,CSV:DEM_kom,medium,danish,,,309928,153306,0.01698
DEM_kom_445,DEM,kom,445,Middelfart,Middelfart,,,Middelfart,,,copy-of-da,CSV:DEM_kom,medium,danish,,,88107,41062,0.004548
DEM_kom_397,DEM,kom,397,Vordingborg,Vordingborg,,,Vordingborg,,,copy-of-da,CSV:DEM_kom,medium,danish,,,97424,46318,0.00513
DEM_kom_335,DEM,kom,335,Sorø,Sorø,,,Sorø,,,copy-of-da,CSV:DEM_kom,medium,danish,,,67351,34970,0.003873
DEM_kom_319,DEM,kom,319,Høng,Høng,,,Høng,,,copy-of-da,CSV:DEM_kom,medium,danish,,,38106,22399,0.002481
DEM_kom_311,DEM,kom,311,Hashøj,Hashøj,,,Hashøj,,,copy-of-da,CSV:DEM_kom,medium,danish,,,26021,17359,0.001923
DEM_kom_175,DEM,kom,175,Rødovre,Rødovre,,,Rødovre,,,copy-of-da,CSV:DEM_kom,medium,danish,,,259641,149822,0.016594
DEM_kom_151,DEM,kom,151,Ballerup,Ballerup,,,Ballerup,,,copy-of-da,CSV:DEM_kom,medium,danish,,,306512,152135,0.01685
DEM_kom_163,DEM,kom,163,Herlev,Herlev,,,Herlev,,,copy-of-da,CSV:DEM_kom,medium,danish,,,188539,101271,0.011217
DEM_kom_421,DEM,kom,421,Assens,Assens,,,Assens,,,copy-of-da,CSV:DEM_kom,medium,danish,,,52761,24713,0.002737
DEM_kom_377,DEM,kom,377,Præstø,Præstø,,,Præstø,,,copy-of-da,CSV:DEM_kom,medium,danish,,,34621,19032,0.002108
DEM_kom_373,DEM,kom,373,Næstved,Næstved,,,Næstved,,,copy-of-da,CSV:DEM_kom,medium,danish,,,232565,97135,0.010758
DEM_kom_217,DEM,kom,217,Helsingør,Helsingør,,,Elsinore,,,translated,CSV:DEM_kom,medium,danish,,,464845,168962,0.018714
DEM_kom_159,DEM,kom,159,Gladsaxe,Gladsaxe,,,Gladsaxe,,,copy-of-da,CSV:DEM_kom,medium,danish,,,458921,257137,0.02848
DEM_kom_751,DEM,kom,751,"['Århus', 'Aarhus']","['Århus', 'Aarhus']",,,Aarhus,,,translated,CSV:DEM_kom,medium,danish,,,3118277,961800,0.106527
DEM_kom_320,DEM,kom,320,Faxe,Faxe,,,Faxe,,,copy-of-da,CSV:DEM_kom,medium,danish,,,99488,55440,0.00614
DEM_kom_265,DEM,kom,265,Roskilde,Roskilde,,,Roskilde,,,copy-of-da,CSV:DEM_kom,medium,danish,,,490915,221971,0.024585
DEM_kom_361,DEM,kom,361,Langebæk,Langebæk,,,Langebæk,,,copy-of-da,CSV:DEM_kom,medium,danish,,,24598,15472,0.001714
DEM_kom_183,DEM,kom,183,Ishøj,Ishøj,,,Ishøj,,,copy-of-da,CSV:DEM_kom,medium,danish,,,168126,84514,0.009361
DEM_kom_185,DEM,kom,185,Tårnby,Tårnby,,,Tårnby,,,copy-of-da,CSV:DEM_kom,medium,danish,,,255972,132440,0.014669
DEM_kom_165,DEM,kom,165,Albertslund,Albertslund,,,Albertslund,,,copy-of-da,CSV:DEM_kom,medium,danish,,,221959,109219,0.012097
DEM_kom_329,DEM,kom,329,Ringsted,Ringsted,,,Ringsted,,,copy-of-da,CSV:DEM_kom,medium,danish,,,233613,99229,0.01099
DEM_kom_233,DEM,kom,233,Slangerup,Slangerup,,,Slangerup,,,copy-of-da,CSV:DEM_kom,medium,danish,,,36620,22818,0.002527
DEM_kom_563,DEM,kom,563,Fanø,Fanø,,,Fanø,,,copy-of-da,CSV:DEM_kom,medium,danish,,,24265,11150,0.001235
DEM_kom_621,DEM,kom,621,Kolding,Kolding,,,Kolding,,,copy-of-da,CSV:DEM_kom,medium,danish,,,610899,222544,0.024649
DEM_kom_405,DEM,kom,405,Neksø,Neksø,,,Neksø,,,copy-of-da,CSV:DEM_kom,medium,danish,,,21695,10988,0.001217
DEM_kom_703,DEM,kom,703,Galten,Galten,,,Galten,,,copy-of-da,CSV:DEM_kom,medium,danish,,,40258,23954,0.002653
DEM_kom_841,DEM,kom,841,Skagen,Skagen,,,Skagen,,,copy-of-da,CSV:DEM_kom,medium,danish,,,58440,23916,0.002649
DEM_kom_801,DEM,kom,801,Arden,Arden,,,Arden,,,copy-of-da,CSV:DEM_kom,medium,danish,,,35573,19434,0.002152
DEM_kom_823,DEM,kom,823,Hobro,Hobro,,,Hobro,,,copy-of-da,CSV:DEM_kom,medium,danish,,,75284,34555,0.003827
DEM_kom_849,DEM,kom,849,"['Åbybro', 'Jammerbugt']","['Åbybro', 'Jammerbugt']",,,"['Åbybro', 'Jammern Bugt']",,,translated,CSV:DEM_kom,medium,danish,,,137326,65456,0.00725
DEM_kom_813,DEM,kom,813,Frederikshavn,Frederikshavn,,,Frederikshavn,,,copy-of-da,CSV:DEM_kom,medium,danish,,,337387,114863,0.012722
DEM_kom_791,DEM,kom,791,Viborg,Viborg,,,Viborg,,,copy-of-da,CSV:DEM_kom,medium,danish,,,495684,192632,0.021336
DEM_kom_565,DEM,kom,565,Grindsted,Grindsted,,,Grindsted,,,copy-of-da,CSV:DEM_kom,medium,danish,,,75281,35246,0.003904
DEM_kom_851,DEM,kom,851,"['Ålborg', 'Aalborg']","['Ålborg', 'Aalborg']",,,Aalborg,,,translated,CSV:DEM_kom,medium,danish,,,1675455,530648,0.058774
DEM_kom_779,DEM,kom,779,Skive,Skive,,,Skive,,,copy-of-da,CSV:DEM_kom,medium,danish,,,264208,98274,0.010885
DEM_kom_707,DEM,kom,707,"['Grenaa', 'Norddjurs']","['Grenaa', 'Norddjurs']",,,"['Grenaa', 'Norddjurs']",,,copy-of-da,CSV:DEM_kom,medium,danish,,,205717,79467,0.008802
