code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
EDU_disced_10201020,EDU,disced,10201020,Grundskole 7.-9. klasse (compound: 10201020),Grundskole 7.-9. årgang,,,Grades 7-9 (lower secondary school),,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_102010,program,9672255,3928947,0.435163,,
EDU_disced_10301020,EDU,disced,10301020,Grundskole 10. klasse (compound: 10301020),Grundskole 10. årgang,,,Grade 10 (lower secondary school),,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_103010,program,2331291,2198669,0.24352,,
EDU_disced_30551510,EDU,disced,30551510,"Teknologiområdet, maskinteknik og produktion (TBT) (compound: 30551510)",Industriteknikeruddannelsen,,,Engineering education for industry,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305515,program,131521,83149,0.009209,,
EDU_disced_50583010,EDU,disced,50583010,"Teknisk, MVU (compound: 50583010)","Maskinmester, MVU",,,"Marine engineer (maskinmester), MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505830,program,64191,32516,0.003601,,
EDU_disced_29151010,EDU,disced,29151010,"Kontor, handel og forretningsservice (KHF), grundforløb (compound: 29151010)","Det merkantile område, grundforløb",,,"The mercantile field, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_291510,program,1101903,570081,0.063141,,
EDU_disced_30152510,EDU,disced,30152510,"Kontor, handel og forretningsservice (KHF) (compound: 30152510)",Detailhandelsuddannelse,,,Retail trade programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301525,program,624052,379206,0.042,,
EDU_disced_20101020,EDU,disced,20101020,Alment gymnasiale uddannelser (compound: 20101020),Matematisk gymnasium,,,Mathematical upper-secondary school,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_201010,program,1132928,415786,0.046052,,
EDU_disced_70902510,EDU,disced,70902510,"Sundhedsvidenskab, LVU (compound: 70902510)","Farmaci og lægemiddelvidenskab, LVU",,,"Pharmacy and pharmaceutical sciences, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_709025,program,16605,10690,0.001184,,
EDU_disced_80905010,EDU,disced,80905010,"Sundhedsvidenskab, Ph.d. (compound: 80905010)","Medicin, Ph.d.",,,"Medicine, Ph.d.",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_809050,program,30561,17620,0.001952,,
EDU_disced_30651515,EDU,disced,30651515,Transport og logistikområdet (TBT) (compound: 30651515),Lager- og terminaluddannelser,,,Warehouse and terminal programmes,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_306515,program,28446,15732,0.001742,,
EDU_disced_35301010,EDU,disced,35301010,Grundskole til og med 6. klasse (compound: 35301010),Adgangsgivende værkstedsskoleforløb,,,Qualifying workshop school programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_353010,program,43794,23368,0.002588,,
EDU_disced_50591010,EDU,disced,50591010,"Teknisk videnskab, MVU (compound: 50591010)","Teknisk videnskab uden nærmere angivelse, MVU",,,"Engineering science, not further specified, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505910,program,47378,45865,0.00508,,
EDU_disced_50582020,EDU,disced,50582020,"Teknisk, MVU (compound: 50582020)","Elektronik i øvrigt, teknisk, MVU",,,"Other electronics, technical, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505820,program,5541,3431,0.00038,,
EDU_disced_29251020,EDU,disced,29251020,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251020)","Håndværk og teknik, grundforløb",,,"Crafts and technology, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,212733,139359,0.015435,,
EDU_disced_30403510,EDU,disced,30403510,"Teknologiområdet, strøm og elektronik mv. (TBT) (compound: 30403510)",Elektronik- og svagstrømsuddannelsen,,,Electronics and Weak Current Training,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_304035,program,47182,27818,0.003081,,
EDU_disced_29251030,EDU,disced,29251030,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251030)","Mekanik, transport og logistik, grundforløb",,,"Mechanics, transport and logistics, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,130505,79565,0.008812,,
EDU_disced_30653515,EDU,disced,30653515,Transport og logistikområdet (TBT) (compound: 30653515),"Chauffør mv., vejgodstransport",,,"Driver etc., road freight transport",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_306535,program,28107,15314,0.001696,,
EDU_disced_20102010,EDU,disced,20102010,Alment gymnasiale uddannelser (compound: 20102010),Hf 2-årig,,,HF two-year,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_201020,program,1067910,428454,0.047455,,
EDU_disced_50202010,EDU,disced,50202010,"Pædagogisk, MVU (compound: 50202010)","Folkeskolelærer, MVU",,,"Primary and lower secondary school teacher, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_502020,program,395752,221305,0.024511,,
EDU_disced_30101510,EDU,disced,30101510,"Omsorg, sundhed og pædagogik (OSP) (compound: 30101510)",Pædagogisk assistentuddannelse,,,Pedagogical assistant programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301015,program,84805,43285,0.004794,,
EDU_disced_30204510,EDU,disced,30204510,Fødevarer mv. (FJO) (compound: 30204510),Receptionist,,,Receptionist,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302045,program,9006,4837,0.000536,,
EDU_disced_29251040,EDU,disced,29251040,"Teknologi, byggeri og transport (TBT), grundforløb (compound: 29251040)","Service, grundforløb",,,"Service, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292510,program,115169,72764,0.008059,,
EDU_disced_30151510,EDU,disced,30151510,"Kontor, handel og forretningsservice (KHF) (compound: 30151510)","Kontoruddannelse, generel og med speciale",,,"Office programme, general and specialised",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301515,program,695124,427555,0.047355,,
EDU_disced_20203010,EDU,disced,20203010,Erhvervsrettede gymnasiale uddannelser (compound: 20203010),Hhx 3-årig,,,HHX three-year,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_202030,program,1300640,418646,0.046368,,
EDU_disced_20101030,EDU,disced,20101030,Alment gymnasiale uddannelser (compound: 20101030),Sproglig gymnasium,,,Upper-secondary school (language stream),,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_201010,program,720629,269611,0.029862,,
EDU_disced_50589530,EDU,disced,50589530,"Teknisk, MVU (compound: 50589530)","Teknisk i øvrigt, MVU",,,"Other technical, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505895,program,12695,7986,0.000885,,
EDU_disced_15203010,EDU,disced,15203010,Introducerende og erhvervsrettede forløb (compound: 15203010),Tf-kurser mv.,,,TF courses etc.,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_152030,program,15496,8240,0.000913,,
EDU_disced_30152010,EDU,disced,30152010,"Kontor, handel og forretningsservice (KHF) (compound: 30152010)",Finansuddannelse,,,Finance programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301520,program,115299,69582,0.007707,,
EDU_disced_40751710,EDU,disced,40751710,"Fødevarer, bio- og laboratorieteknik, KVU (compound: 40751710)","Laborant, KVU",,,"Laboratory technician, KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_407517,program,61771,37650,0.00417,,
EDU_disced_30103510,EDU,disced,30103510,"Omsorg, sundhed og pædagogik (OSP) (compound: 30103510)","Sundhed, omsorg og pædagogik i øvrigt",,,"Other health, care and pedagogy",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301035,program,46275,30967,0.00343,,
EDU_disced_30552010,EDU,disced,30552010,"Teknologiområdet, maskinteknik og produktion (TBT) (compound: 30552010)",Industrioperatør,,,Industrial Operator,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305520,program,26905,11488,0.001272,,
EDU_disced_30502510,EDU,disced,30502510,"Teknologiområdet, cykel-, auto- og skibsmekanik mv. (TBT) (compound: 30502510)",Vognmaler,,,Vehicle painter,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305025,program,16036,8824,0.000977,,
EDU_disced_50593510,EDU,disced,50593510,"Teknisk videnskab, MVU (compound: 50593510)","Elektronik i øvrigt, teknisk videnskab, MVU",,,"Other electronics, engineering science, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_505935,program,14335,10912,0.001209,,
EDU_disced_20201010,EDU,disced,20201010,Erhvervsrettede gymnasiale uddannelser (compound: 20201010),Hhx 1-årig,,,HHX one-year,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_202010,program,155790,73719,0.008165,,
EDU_disced_30153010,EDU,disced,30153010,"Kontor, handel og forretningsservice (KHF) (compound: 30153010)",Handelsuddannelse,,,Commercial trade programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301530,program,132268,72097,0.007985,,
EDU_disced_50201510,EDU,disced,50201510,"Pædagogisk, MVU (compound: 50201510)","Pædagog, MVU",,,"Educator (pædagog), MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_502015,program,527080,255667,0.028317,,
EDU_disced_30253510,EDU,disced,30253510,Jordbrug og natur (FJO) (compound: 30253510),Veterinærsygepleje,,,Veterinary Nursing,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302535,program,6889,2877,0.000319,,
EDU_disced_70259710,EDU,disced,70259710,"Humanistisk og teologisk, LVU (compound: 70259710)","Teologi, LVU",,,"Theology, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_702597,program,15414,9606,0.001064,,
EDU_disced_50384010,EDU,disced,50384010,"Samfundsfaglig, Økonomisk-Merkantil, MVU (compound: 50384010)","Socialrådgivning og -formidling mv., MVU",,,"Social counselling and dissemination etc., MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_503840,program,118961,58302,0.006457,,
EDU_disced_29201010,EDU,disced,29201010,"Fødevarer, jordbrug og oplevelser (FJO), grundforløb (compound: 29201010)","Fra jord til bord, grundforløb",,,"From farm to table, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_292010,program,260042,140083,0.015515,,
EDU_disced_30352010,EDU,disced,30352010,Byggeriområdet (TBT) (compound: 30352010),Bygningsmaler,,,Building painter,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_303520,program,82490,50352,0.005577,,
EDU_disced_30553525,EDU,disced,30553525,"Teknologiområdet, maskinteknik og produktion (TBT) (compound: 30553525)",Smed,,,Smith,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305535,program,166827,97843,0.010837,,
EDU_disced_30251010,EDU,disced,30251010,Jordbrug og natur (FJO) (compound: 30251010),Landbrugsuddannelse,,,Agricultural programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302510,program,235050,78527,0.008698,,
EDU_disced_30402510,EDU,disced,30402510,"Teknologiområdet, strøm og elektronik mv. (TBT) (compound: 30402510)",Elektriker,,,Electrician,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_304025,program,190728,100646,0.011147,,
EDU_disced_40582415,EDU,disced,40582415,"Teknisk, KVU (compound: 40582415)","Installatør af stærkstrømsteknik, KVU",,,"Electrical (high-voltage) installer, KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_405824,program,27379,18493,0.002048,,
EDU_disced_60396510,EDU,disced,60396510,"Samfundsvidenskab, BACH (compound: 60396510)","Erhvervsøkonomi, HA, BACH",,,"Business economics, HA, BACH",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_603965,program,228424,131921,0.014611,,
EDU_disced_30901510,EDU,disced,30901510,Andre erhvervsfaglige uddannelser (compound: 30901510),Maritime uddannelser,,,Maritime programmes,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_309015,program,77069,36977,0.004096,,
EDU_disced_29101010,EDU,disced,29101010,"Omsorg, sundhed og pædagogik (OSP), grundforløb (compound: 29101010)","Sundhed, omsorg og pædagogik, grundforløb",,,"Health, care and pedagogy, basic course",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_291010,program,108819,61547,0.006817,,
EDU_disced_30203510,EDU,disced,30203510,Fødevarer mv. (FJO) (compound: 30203510),Gastronomuddannelse,,,Gastronome (chef) programme,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302035,program,100801,56168,0.006221,,
EDU_disced_20103030,EDU,disced,20103030,Alment gymnasiale uddannelser (compound: 20103030),Sproglig studenterkursus,,,Language-oriented student course,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_201030,program,29148,17937,0.001987,,
EDU_disced_30102015,EDU,disced,30102015,"Omsorg, sundhed og pædagogik (OSP) (compound: 30102015)",Social- og sundhedshjælper,,,Social and Health Care Assistant,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_301020,program,388137,186221,0.020625,,
EDU_disced_40382510,EDU,disced,40382510,"Samfundsfaglig, Økonomisk-Merkantil, KVU (compound: 40382510)","Handels- og markedsføringsøkonom mv., KVU",,,"Trade and marketing economist etc., KVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_403825,program,142918,87154,0.009653,,
EDU_disced_50202515,EDU,disced,50202515,"Pædagogisk, MVU (compound: 50202515)","Andre pædagogiske uddannelser, MVU",,,"Other pedagogical programmes, MVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_502025,program,26354,16380,0.001814,,
EDU_disced_30251520,EDU,disced,30251520,Jordbrug og natur (FJO) (compound: 30251520),Væksthusgartner,,,Greenhouse Gardener,,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_302515,program,20508,14862,0.001646,,
EDU_disced_30501010,EDU,disced,30501010,"Teknologiområdet, cykel-, auto- og skibsmekanik mv. (TBT) (compound: 30501010)","Cykel-, auto- og skibsmekanikere uden nærmere angivelse",,,"Bicycle, car and ship mechanics, not further specified",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_305010,program,73954,66051,0.007316,,
EDU_disced_70355015,EDU,disced,70355015,"Naturvidenskab, LVU (compound: 70355015)","Matematik og økonomi, LVU",,,"Mathematics and economics, LVU",,,fable-5-edu,crosswalk_edu_disced,medium,danish,EDU_disced_703550,program,3824,2394,0.000265,,
