code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level,n_occurrences,n_people,pct_people,program_group,is_primary_code
HEA_speciale_802144,HEA,speciale,802144,"Almen lægehjælp 80, Vejl. af svang. 2144","Almen lægehjælp 80, Vejl. af svang. 2144",,"Almen lægehjælp 80, Vejledning i benyttelse af svangerskabsforebyggende metoder ved indlæggelse af spiral eller","General practitioner, counselling of pregnant women 2144",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,864577,551620,0.061096,,
HEA_speciale_800201,HEA,speciale,800201,"Almen lægehjælp 80, Tlf.Kons.","Almen lægehjælp 80, Tlf.Kons.",,"Almen lægehjælp 80, Telefonkonsultation","General practitioner, Telephone consultation",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,395454580,7938662,0.879271,,
HEA_speciale_800101,HEA,speciale,800101,"Almen lægehjælp 80, Konsultation","Almen lægehjælp 80, Konsultation",,"Almen lægehjælp 80, Konsultation","General practitioner, Consultation",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,592102847,8230575,0.911603,,
HEA_speciale_190110,HEA,speciale,190110,"Øjenlægehjælp, 1.Konsultation","Øjenlægehjælp, 1.Konsultation",,"Øjenlægehjælp, 1.Konsultation","Ophthalmology service, 1.consultation",Ophthalmology service,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,22333426,4273174,0.473289,,
HEA_speciale_807136,HEA,speciale,807136,"Almen lægehjælp 80, B-glukose, fotometer","Almen lægehjælp 80, B-glukose, fotometer",,"Almen lægehjælp 80, Blod-glukose, fotometer","General practitioner, blood glucose, photometer",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,21162820,3562652,0.394593,,
HEA_speciale_440290,HEA,speciale,440290,"Københavns Praktiserende Lægers Laboratorium, Glucose,faste;S","Københavns Praktiserende Lægers Laboratorium, Glucose,faste;S",,"Københavns Praktiserende Lægers Laboratorium, Glucose, faste;S","Copenhagen GP Laboratory (KPLL), glucose, fasting;S (serum)",Copenhagen GP Laboratory (KPLL),dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,655503,279864,0.030997,,
HEA_speciale_820101,HEA,speciale,820101,"Kak vagtlægehjælp 82, Konsultation","Kak vagtlægehjælp 82, Konsultation",,"Kak vagtlægehjælp 82, Konsultation","KAK on-call GP 82, Consultation",KAK on-call GP 82,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,2355363,836851,0.092688,,
HEA_speciale_511010,HEA,speciale,511010,"Fysioterapi 51, Fysioterapeutisk us.","Fysioterapi 51, Fysioterapeutisk us.",,"Fysioterapi 51, fysioterapeutisk undersøgelse","Physiotherapy, physiotherapeutic examination",Physiotherapy,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,1363623,826723,0.091566,,
HEA_speciale_802601,HEA,speciale,802601,"Almen lægehjælp 80, Blodprøvetagning","Almen lægehjælp 80, Blodprøvetagning",,"Almen lægehjælp 80, Blodprøvetagning fra åre inklusive præparation og centrifugering per forsendelse","General practitioner, blood sampling from a vein including preparation and centrifugation per shipment",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,17368738,2658158,0.294413,,
HEA_speciale_802161,HEA,speciale,802161,"Almen lægehjælp 80, Tillæg kval. tolk","Almen lægehjælp 80, Tillæg kval. tolk",,"Almen lægehjælp 80, Tillæg kvalificeret tolk","General practitioner, supplement for qualified interpreter",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,1658913,180059,0.019943,,
HEA_speciale_481925,HEA,speciale,481925,"Statens Seruminstitut, Toxoplasmose gondii","Statens Seruminstitut, Toxoplasmose gondii",,"Statens Seruminstitut, Toxoplasmose gondii","Statens Serum Institut, Toxoplasma gondii",Statens Serum Institut,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,84956,70350,0.007792,,
HEA_speciale_807101,HEA,speciale,807101,"Almen lægehjælp 80, Urin v. stix       1","Almen lægehjælp 80, Urin v. stix 1",,"Almen lægehjælp 80, Urinundersøgelse ved stix","General practitioner, Urine examination by stix",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,36921698,5156999,0.57118,,
HEA_speciale_800501,HEA,speciale,800501,"Almen lægehjælp 80, Tlf.kons.u.bes./kon.","Almen lægehjælp 80, Tlf.kons.u.bes./kon.",,"Almen lægehjælp 80, Telefonkonsultation uden besøg/konsultation","General practitioner, telephone consultation without visit/consultation",General practitioner,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,23146070,4406905,0.488101,,
HEA_speciale_090120,HEA,speciale,090120,"Kirurgi, 2. Kons.","Kirurgi, 2. Kons.",,"Kirurgi, 2. konsultation","Surgery, 2. consultation",Surgery,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,588368,442845,0.049049,,
HEA_speciale_501505,HEA,speciale,501505,"Tandlægehjælp, Plastfyld Enfladet","Tandlægehjælp, Plastfyld Enfladet",,"Tandlægehjælp, Plastfyld enfladet","Dental service, plastic (composite) filling, single-surface",Dental service,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,22270714,3828658,0.424055,,
HEA_speciale_501301,HEA,speciale,501301,"Tandlægehjælp, Tandrensning a","Tandlægehjælp, Tandrensning a",,"Tandlægehjælp, Tandrensning a","Dental service, Dental scaling a",Dental service,dst-ssr-specialty,opus-4-8-medical,dual_source_special2_spec6,medium,danish,,,67338212,4576543,0.506889,,
